date,title,content
2023-07-10,Аэропорт Кутаиси затопило из-за сильного ливня,
2023-07-11,Мантуров пообещал запустить в эксплуатацию новый самолет для местных линий в 2028 году,
2023-07-11,Биржевая цена АИ-92 обновила исторический максимум четвертый день подряд,
2023-07-11,ЦБ: во время мятежа ЧВК «Вагнер» россияне забрали из банков наличными 100 млрд рублей,
2023-07-11,Мантуров: АвтоВАЗ пока не нашел нового партнера для завода в Ижевске,
2023-07-12,Bloomberg: цена на российскую Urals впервые превысила установленный G7 потолок в $60 за баррель,
2023-07-12,RTVI: компании Пригожина после мятежа заключили контракты на миллиард рублей,
2023-07-12,"Годовая инфляция в России за неделю ускорилась до 3,59%",
2023-07-13,Bloomberg: дочь бизнесмена Гурьева предъявила права на суперъяхту Alfa Nero,
2023-07-13,Биржевая цена АИ-92 превышала 60 тыс. рублей второй день подряд,
2023-07-13,ФАС выдала предостережение совладельцу Внуково из-за его слов о росте цен на билеты на 40%,
2023-07-13,Fortum подаст иск о компенсации после национализации российской «дочки»,
2023-07-13,"МВФ: украинский конфликт влияет на экономику России, но не так сильно, как ожидалось",
2023-07-14,Биржевая цена Аи-92 бьет рекордные значения седьмой день подряд,
2023-07-14,Казахстан за год увеличил экспорт товаров в Россию на 45% в денежном выражении,
2023-07-14,Суд решил взыскать в доход государства контрольный пакет акций ТГК-2,
2023-07-16,Carlsberg заявила об отсутствии уведомления о передаче ее доли в «Балтике» во временное управление,
2023-07-16,В Турции за ночь цена на бензин подскочила на 20%,
2023-07-17,ФАС: регулируемые цены на газ повысятся на 8% с июля 2024 года,
2023-07-17,Убытки китайского девелопера Evergrande в 2021–22 годах составили $81 млрд,
2023-07-18,Reuters: «Зарубежнефть» планирует продать свою долю в индонезийском месторождении Tuna,
2023-07-19,Киргизия усилила экспортный контроль за товарами двойного назначения,
2023-07-19,В стратегии развития Калининграда отказались от идеи бизнес-коммуникации с Европой,
2023-07-20,Севморзавод реанимируют в 2024 году,
2023-07-20,Путин в Мурманске дал старт отправке первой СПГ-линии для завода «Арктик СПГ-2»,
2023-07-20,В России впервые заправили судно топливом из фритюрного масла,
2023-07-24,Экономисты оценили вероятность рецессии в США в 50%,
2023-07-25,«Россети»: досрочное погашение облигаций поднимет тарифы на электроэнергию,
2023-07-25,Страны Балтии договорились ускорить выход из энергокольца с РФ,
2023-07-25,«Фармасинтез» получила разрешение на продажу препаратов на территории Эквадора,
2023-07-25,МВФ: из-за прекращения зерновой сделки цены на зерно могут подняться на 10–15%,
2023-07-25,Россия и Индия создали СП по поставке в Индию поездов,
2023-07-26,"Цена Urals, по данным Argus, впервые в 2023 году превысила $65",
2023-07-26,"ФРС повысила ключевую ставку на 25 б. п., до 5,25–5,5%",
2023-07-31,"ЦБ ожидает инфляцию в 5,0–6,5% по итогам года",
2023-07-31,"ЦБ оценил рост ВВП во II квартале в 4,8%",
2023-08-01,Роскомнадзор напомнил о введении штрафов за немаркировку интернет-рекламы,
2023-08-01,Акционеры «Русала» отклонили требования СУАЛа о доступе к данным по хеджу,
2023-08-01,Безработица в ЕС остается на рекордно низком уровне,
2023-08-02,"Минэкономики сообщило о росте ВВП РФ в июне на 5,3%",
2023-08-02,Росстат сообщил о росте средней реальной зарплаты во втором квартале на 6%,
2023-08-03,"Суд снял арест с 49,99% акций ДВМП, которые принадлежали компаниям Зиявудина Магомедова",
2023-08-03,X5 Group объявила о выпуске своих ГДР на Московской бирже,
2023-08-04,Россия вошла в пятерку экономик мира по паритету покупательной способности,
2023-08-04,Путин упростил перерегистрацию значимых компаний в России,
2023-08-04,Решетников на вопрос о курсе рубля ответил фразой «наша проблема в экспорте»,
2023-08-05,Генпрокуратура через суд потребовала передать акции производителя оптики для танков государству,
2023-08-07,Биржевые цены летнего дизеля и мазута обновили рекорды,
2023-08-07,Американская Yellow объявила о банкротстве,
2023-08-09,ЦБ пересмотрел оценку платежного баланса в июне с дефицита на профицит,
2023-08-09,В Минэнерго назвали временным рост цен на моторное топливо в России,
2023-08-09,"ЦБ: спрос на наличные в июле привел к оттоку из банков 0,4 трлн рублей",
2023-08-10,Цена летнего дизеля на бирже впервые превысила 63 тыс. рублей за тонну,
2023-08-10,«Интерфакс»: Marathon Group Винокурова вышла из состава «Деметра-Холдинга»,
2023-08-11,Правительство Болгарии прекратило для ЛУКОЙЛа аренду терминала Росенец,
2023-08-11,Авиакомпания «Россия» прорабатывает возобновление прямого сообщения с Бали,
2023-08-12,Туркменистан обеспокоен заявлением МИД РФ о возможном расширении газового союза,
2023-08-13,Работающий по проводам беспилотник «Квазимачта» испытан в зоне военной операции,
2023-08-13,Белоруссия и Россия прорабатывают детали создания совместного самолета,
2023-08-14,«Волга-Днепр» предложила Канаде урегулировать спор вокруг арестованного Ан-124,
2023-08-14,ЦБ: перенос ослабления рубля в потребительские цены в июле стал более заметным,
2023-08-14,Мантуров анонсировал поставки МС-21 до конца 2024 года,
2023-08-15,Китай снизил процентные ставки второй раз за последние три месяца,
2023-08-16,Минфин исключил два вида удобрений из проекта единой пошлины на экспорт,
2023-08-16,ФРС не ожидает рецессию в США в этом году,
2023-08-16,Аэропорт Минеральные Воды за год почти на треть увеличил пассажиропоток,
2023-08-16,Акционеры Globaltrans одобрили редомициляцию с Кипра в ОАЭ,
2023-08-16,ЦБ до конца года отменил ограничение на полную стоимость по потребкредитам,
2023-08-17,«РИА Новости»: «Ямал» хочет досрочно вернуть ГТЛК все три Airbus A321,
2023-08-18,Британия призвала Россию отменить приостановку статей налогового соглашения,
2023-08-22,Reuters: демпфер для бензина по итогам августа может вырасти на 46%,
2023-08-22,Путин: Россия вошла в пятерку экономик мира,
2023-08-22,BASF подписала первый в своей истории контракт на поставку СПГ,
2023-08-22,Путин назвал сдерживание роста цен первостепенной задачей,
2023-08-23,Деловая активность в ЕС в августе показала самое сильное снижение с 2020 года,
2023-08-23,ЦБ сообщил о росте инфляционных ожиданий россиян,
2023-08-24,Авиакомпания Emirates отрицает приостановку полетов в Россию,
2023-08-25,Reuters: власти РФ требуют дополнительных скидок от уходящих из страны компаний,
2023-08-26,Правительство обновило методику расчета ставок таможенных пошлин на нефть,
2023-08-27,"Bloomberg: 3M согласилась выплатить $5,5 млрд за дефектные беруши для военных",
2023-08-29,"«Металлоинвест» оценил налог на сверхприбыль в 6,9 млрд рублей",
2023-08-29,Чистая прибыль «Газпрома» за первое полугодие составила 296 млрд рублей,
2023-08-29,Заработная плата в Германии показала рекордный рост во втором квартале,
2023-08-30,Росстат: средний размер зарплат в реальном выражении за полгода вырос на 7%,
2023-08-30,Безработица в России сократилась до рекордных 3% по итогам июля,
2023-08-30,"Росстат: ВВП России за первое полугодие 2023 года вырос на 1,6%",
2023-08-30,Инфляция в Германии чуть замедлилась в августе,
2023-08-30,Годовая инфляция в России за неделю ускорилась до 5%,
2023-08-31,США ввели санкции против российской компании «Интеллект»,
2023-09-01,Безработица в США выросла до самого высокого уровня с февраля 2022 года,
2023-09-04,Путин поручил правительству расширить программу промышленной ипотеки,
2023-09-04,Bloomberg: экспорт иранской нефти снизится до конца года,
2023-09-04,Путин:  нужно уделять внимание недопущению скачков цен в энергетике,
2023-09-05,«Аэрофлот» переоформил в российскую собственность 18 самолетов ирландской AerCap,
2023-09-05,«СУАЛ Партнерс» подал иск к совету директоров UC Rusal на 74 млрд руб.,
2023-09-05,Россия и Мьянма возобновили авиасообщение после 30-летнего перерыва,
2023-09-05,"«Металлоинвест» направит 7,5 млрд руб. на дивиденды за первое полугодие",
2023-09-05,Проблемный китайский девелопер Country Garden смог избежать дефолта,
2023-09-06,"ЦБ: 60% компаний не хватает персонала, 75% подняли оплату из-за дефицита кадров",
2023-09-06,"Годовая инфляция в России за неделю ускорилась до 5,19%",
2023-09-06,Reuters: страны G7 не планируют пересматривать потолок цен на российскую нефть,
2023-09-08,Всемирный банк реализует на Украине проекты на $27 млрд,
2023-09-08,Nvidia заключила партнерства с индийскими Reliance и Tata Group,
2023-09-09,Bloomberg: экс-глава Google  передумал покупать яхту из-за иска дочери Гурьева,
2023-09-11,«Яндекс» объяснил рост цен на такси нехваткой водителей и подорожанием авто,
2023-09-12,Bloomberg допустил крупнейший с 2007 года дефицит нефти на мировом рынке,
2023-09-12,ЕК смягчила запрет на ввоз россиянами личных вещей в страны ЕС,
2023-09-12,Минимальный размер первого взноса по ипотекам с господдержкой повышен до 20%,
2023-09-12,Минэкономики в 2024 году прогнозирует курс доллара выше 90 рублей,
2023-09-13,"Росстат: производство бензина с 4 по 10 сентября упало на 5,9%, дизеля — на 3%",
2023-09-13,"Годовая инфляция в РФ за неделю ускорилась до 5,48%",
2023-09-13,Инфляция в США в августе показала максимальный рост с начала года,
2023-09-14,"Гендиректор Кировского завода заявил, что санкции США не станут проблемой",
2023-09-15,ТАСС: правительство обсуждает временный запрет экспорта топлива для стабилизации цен,
2023-09-16,Японская Mitsui будет соблюдать косвенные санкции США в отношении «Арктик СПГ-2»,
2023-09-18,Путин продлил продовольственное эмбарго до конца 2024 года,
2023-09-18,Московские сети АЗС повысили цены на дизельное топливо,
2023-09-18,Прогноз ЦБ: инфляция по итогам 2023 года составит 6–7%,
2023-09-18,Венчурные инвестиции в Китае упали более чем на 30%,
2023-09-19,США ввели санкции против трех российских компаний из-за связей с Ираном,
2023-09-20,"ФРС сохранила базовую ставку в диапазоне 5,25–5,5%",
2023-09-20,ФАС обязала ПМХ продавать часть арматуры на бирже,
2023-09-21,Правительство ввело гибкие экспортные пошлины с привязкой к курсу рубля,
2023-09-21,«Молдовагаз»: аудит долга перед «Газпромом» противоречит международным нормам,
2023-09-21,Четыре юридические фирмы объявили о слиянии,
2023-09-22,Европейский суд отклонил иск Мордашова о снятии с него санкций,
2023-09-24,"Reuters: Tesla, Microsoft и Google инвестируют в Таиланд",
2023-09-25,Банк России против сегментации валютного рынка и ограничений движения капиталов,
2023-09-26,ВТБ отрицает переговоры об обмене доли в Fortenova на акции «Яндекса»,
2023-09-26,Nordwind: часть пассажиров сдала билеты на задержанный рейс Сочи—Москва,
2023-09-27,"Годовая инфляция в России за неделю ускорилась до 5,74%",
2023-09-27,"Минэкономики сообщило о росте ВВП в августе на 5,2%",
2023-09-28,«Уралкалий» провел платеж в $109 млн по PFX из заблокированных средств,
2023-09-28,Правительство закрыло портовые приграничные базисы для вывоза топлива,
2023-09-28,«Ключевые системы и компоненты» купили российский бизнес Knorr-Bremse,
2023-09-28,Власти Болгарии одобрили запрет поставок российской нефти на завод ЛУКОЙЛа,
2023-09-28,Правительство Германии выкупит крупнейшую в стране энергосеть за €20 млрд,
2023-09-28,"Добыча «Газпрома» в первом полугодии снизилась на 24,7%",
2023-09-29,"ФОМС: численность населения новых регионов составляет 3,2 млн человек",
2023-09-29,Минтранс: ограничение для самолетов ГТЛК не повлияет на полеты за границу,
2023-09-29,Правительство утвердило правила продажи доли Exxon в «Сахалине-1» юрлицу из РФ,
2023-09-30,"S7 готовится к отправке задержанных рейсов в Бангкок, Ургенч и Дубай",
2023-10-02,«Аэрофлот» договорился о страховом урегулировании по 17 самолетам,
2023-10-02,Правительство РФ заложило в госбюджет прогноз рекордных дивидендов от Сбербанка,
2023-10-03,«Роснано» предупредила о риске несостоятельности,
2023-10-04,Минпромторг передал «Восточную верфь» ОСК,
2023-10-04,ФАС возбудила дела против независимых АЗС и нефтебаз из-за наценок на топливо,
2023-10-04,"Квартальные продажи автомобилей Ford Motor в США выросли на 7,7%",
2023-10-04,Дизтопливо в рознице подешевело впервые с середины мая,
2023-10-05,Правительство хочет повысить нормативы биржевых продаж бензина и дизеля,
2023-10-05,РБК: экс-глава ОСК Рахманов станет советником Чемезова в «Ростехе»,
2023-10-05,"Путин объяснил, почему Россия платит Украине за транзит газа Западу",
2023-10-05,Путин: уже в октябре РФ начнет поставлять газ в Казахстан и Узбекистан,
2023-10-06,Около 30 рейсов задержаны или отменены в московских аэропортах,
2023-10-06,Глава Минэнерго заявил о возможной отмене эмбарго на экспорт бензина,
2023-10-06,"Росстат: производительность труда в 2022 году упала на 3,6% впервые с 2009 года",
2023-10-07,Авиакомпания Red Wings сообщила о временном сокращении полетов в Израиль,
2023-10-09,В Бейт-Хануне в секторе Газа прекратила работу единственная больница,
2023-10-09,Мантуров выступил за расширение бартера в международной торговле,
2023-10-10,Польская Orlen сообщила о контроле над участком газопровода «Ямал—Европа»,
2023-10-10,Зампред ЦБ Заботкин спрогнозировал пик годовой инфляции весной-летом 2024 года,
2023-10-10,Nikkei: Huawei удвоит поставки смартфонов до 60—70 млн штук,
2023-10-10,Госдума попросила проверить финансовую деятельность «Роснано»,
2023-10-10,Конституционный суд Болгарии проверит законность разрыва концессии ЛУКОЙЛа,
2023-10-11,Путин обязал экспортеров продавать валютную выручку для стабилизации рубля,
2023-10-12,Минэнерго предложило повысить тарифы на электроэнергию для майнеров,
2023-10-12,"Годовая инфляция в США осталась на уровне 3,7%",
2023-10-13,"Из Израиля в РФ прилетели 2,3 тыс. человек с 9 октября",
2023-10-13,Минфин объяснил допрасходы на госдолг увеличением ключевой ставки,
2023-10-13,Зампред ЦБ Заботкин: инфляция продолжит расти и к концу года составит 6–7%,
2023-10-13,"«Русал» заявил, что с трудом сохраняет устойчивость на мировом рынке",
2023-10-13,Кировский губернатор обратился в прокуратуру и ФАС из-за роста цен на бензин,
2023-10-16,Новак поручил нефтяникам нарастить производство зимнего дизтоплива,
2023-10-16,"Суд отказался взыскать с «Северной верфи» 4,2 млрд руб. в пользу Минобороны",
2023-10-17,Госдума одобрила в первом чтении увеличение НДПИ на газ,
2023-10-17,Росрыболовство получило 66 млрд рублей от продажи прав на добычу краба,
2023-10-17,Квартальная прибыль Goldman Sachs упала на 33%,
2023-10-18,Ford оценил инициативу Байдена по экономии топлива в $1 млрд возможных штрафов,
2023-10-18,"Годовая инфляция в России за неделю ускорилась до 6,38%",
2023-10-19,Минэнерго: ослабление эмбарго на экспорт нефтепродуктов зависит от работы НПЗ,
2023-10-19,Белоусов: пошлины позволяют изъять 30–40% дохода экспортеров от девальвации рубля,
2023-10-19,Правительство обязало зарубежные «дочки» экспортеров продавать валютную выручку,
2023-10-20,СПбМТСБ отстранила от торгов 15 трейдеров из-за срыва поставок нефтепродуктов,
2023-10-22,Миллер сообщил о планах Китая увеличить поставки по «Силе Сибири»,
2023-10-23,Utair потребовала 176 млн руб. от армянской Aquila Technics за неполученные двигатели,
2023-10-23,Суд обратил в пользу государства активы концерна «Покровский»,
2023-10-24,Spotify получил первую прибыль в 2023 году,
2023-10-25,Верховный суд: переход арендодателя на УСН не уменьшает арендную плату,
2023-10-25,Путин поддержал идею о реальных сроках за слив таможенных данных,
2023-10-25,"Годовая инфляция в России ускорилась до 6,59%",
2023-10-25,"Рост промпроизводства в РФ ускорился в сентябре до 5,6%",
2023-10-25,Россия начала закупать мясо птицы в Белоруссии и Казахстане для стабилизации цен,
2023-10-26,"Выручка «Юнипро» за январь—сентябрь 2023 года выросла на 10,3%",
2023-10-27,В Госдуму внесли законопроект об упрощении перехода ИП в статус самозанятых,
2023-10-27,Минпромторг предложил продлить квоты на экспорт удобрений до мая 2024 года,
2023-10-29,Lufthansa собирается нанять 2 тыс. пилотов к 2025 году,
2023-10-29,Суд США обязал Bayer выплатить $175 млн по иску о канцерогенности ее продукции,
2023-10-30,Завод Hyundai в Петербурге продлил простой до декабря,
2023-10-30,ЕК отвергла связь повышения Болгарией тарифа на транзит газа из РФ с санкциями,
2023-10-31,Правительство ввело на полгода запрет на вывоз отходов и лома драгметаллов,
2023-10-31,"Авиакомпанию Ryanair обязали возместить $2,4 млн за отмены рейсов",
2023-10-31,РСПП предложил отказаться от экспортных пошлин с привязкой к курсу с 2024 года,
2023-10-31,Пост гендиректора «Абрау-Дюрсо» заняла Елена Зарицкая,
2023-11-01,Производитель бронеавтомобилей из Татарстана выкупил имущество «Мотовилихи»,
2023-11-01,Путин положительно оценил действие указа о продаже валютной выручки,
2023-11-01,"ФРС второй раз подряд сохранила ставку на уровне 5,25–5,5%",
2023-11-01,Минтранс заявил об отсутствии преимуществ у «Аэрофлота» по выкупу самолетов,
2023-11-01,"Reuters: бюджет РФ потратит 0,4 трлн руб. на демпферные выплаты в январе",
2023-11-03,Часть рейсов «Уральских авиалиний» могут передать другим перевозчикам,
2023-11-04,"Компания Уоррена Баффетта отчиталась об убытке в $12,8 млрд",
2023-11-04,Red Wings сохранит рейсы в Тель-Авив только из Москвы и Сочи,
2023-11-06,В Китае зафиксирован первый в истории отток прямых иностранных инвестиций,
2023-11-06,Фармкомпания BioNTech вернулась к прибыли по итогам квартала,
2023-11-07,Минпромторг предлагает провести эксперимент по маркировке учебников,
2023-11-07,"Правительство предложило перераспределить 6,7 трлн руб. расходов госбюджета",
2023-11-07,Чистая прибыль «Газпрома» упала за девять месяцев на 44% год к году,
2023-11-08,Помощник Блинкена пообещал «задушить» проект «Арктик СПГ-2»,
2023-11-08,Минпромторг: повышение цены на цемент должно быть обоснованным,
2023-11-08,ЦБ сообщил о работе над интеграцией СБП и цифрового рубля с ОАЭ,
2023-11-08,ЦБ: для банков нужно ввести обязательный стандарт урегулирования долгов физлиц,
2023-11-08,"Путин подписал указ о передаче «Росатому» акций ДВМП, изъятых у Магомедовых",
2023-11-08,Reuters: Россия снизила ноябрьский план экспорта нефти из западных портов,
2023-11-09,Акционеры Fix Price одобрили перерегистрацию компании в Казахстане,
2023-11-09,Песков счел заявления США об «Арктик СПГ-2» посягательством на важный объект,
2023-11-09,«Магнит» начнет нанимать иностранцев из-за дефицита кадров,
2023-11-09,"Госдума одобрила повышение в 2,5 раза штрафов за нерыночные цены по внешним сделкам",
2023-11-09,Центробанк связал укрепление рубля с ростом продаж валютной выручки,
2023-11-09,«Аэрофлот» договорился об урегулировании страхового спора по девяти самолетам,
2023-11-10,Определен порядок компенсаций исключенным из офшоров зарубежным компаниям,
2023-11-10,FT: спрос на перелеты упал на 20% после начала конфликта на Ближнем Востоке,
2023-11-10,Росстат зафиксировал 5-процентный рост цен на автомобили отечественной сборки,
2023-11-10,"Годовая инфляция в России за неделю ускорилась до 6,99%",
2023-11-11,Внуково и Домодедово вводили ограничения на прием и вылет самолетов,
2023-11-13,Власти утвердили предельный рост тарифов на услуги ЖКХ на 2024–2028 годы,
2023-11-13,Exxon начнет производство лития в США с 2027 года,
2023-11-13,Эмиратские Emirates и FlyDubai заказали 125 самолетов Boeing на $63 млрд,
2023-11-14,Путин дал поручения по итогам Восточного экономического форума,
2023-11-14,Utair приостановила эксплуатацию 30 Ми-17 из-за сокращения участия в миссиях ООН,
2023-11-15,"Росимущество одобрило дробление акций «Транснефти», после которого их цена снизится в 100 раз",
2023-11-15,Розничные продажи в США показали первое с марта снижение,
2023-11-15,"Росстат оценил рост ВВП в третьем квартале в рекордные с конца 2021 года 5,5%",
2023-11-16,Сотрудники GM поддержали новое рабочее соглашение с компанией,
2023-11-16,Новак поручил Минэнерго и ФАС следить за ценами на топливо в отдельных регионах,
2023-11-16,ФАС проверяет 12 производителей курятины и яиц на сговор из-за роста цен,
2023-11-16,Bloomberg: власти Нигерии отозвали иски к Eni из судов Италии,
2023-11-17,Минэнерго сообщило о снятии запрета на экспорт бензина,
2023-11-21,В «Крымэнерго» при проверке выявлено почти 3 млрд руб. несогласованных трат,
2023-11-22,Путин рекомендовал предоставить участникам СВО субсидии на газификацию,
2023-11-22,Правительство сняло запрет на экспорт летнего дизтоплива,
2023-11-22,"Росстат: с начала года по 20 ноября потребительские цены выросли на 6,31%",
2023-11-23,Правительство утвердило квоты на экспорт удобрений до мая 2024 года,
2023-11-24,Основательница «Андерсон» Татулова прокомментировала информацию об уходе от налогов,
2023-11-27,Путин увеличил госпошлину за выдачу загранпаспортов,
2023-11-28,Суд в Монако признал Рыболовлева невиновным в соучастии в посягательстве на частную жизнь,
2023-11-28,Tesla судится с правительством Швеции из-за номерных знаков,
2023-11-29,Путин: РФ довольно быстро слезает с технологической иглы Запада,
2023-11-29,"Годовая инфляция в РФ за неделю ускорилась до 7,54%",
2023-11-29,"В октябре безработица в РФ впервые в истории наблюдений снизилась до 2,9%",
2023-11-30,Новак: Россия углубит сокращение поставок нефти на 200 тыс. баррелей в сутки,
2023-11-30,ФАС выдала предупреждение авиакомпании «Победа»,
2023-11-30,РБК: Red Wings получила первый восстановленный ОАК самолет Ил-96-400Т,
2023-11-30,Бразилия присоединится к ОПЕК+ в январе 2024 года,
2023-12-01,"РФ увеличила квоту на трудовых мигрантов с визами на 32 тыс., до 156 тыс.",
2023-12-01,Reuters: поставки нефти из Новороссийска в ноябре составили 50% от плана,
2023-12-01,"Путин разрешил ЛУКОЙЛу приобрести 2,6 млн акций «ЭЛ5-Энерго» у Urok Ltd",
2023-12-01,«Победа» установила единый штраф за изменение ФИО в билете  в размере 800 руб.,
2023-12-02,Основатель inDrive Арсен Томский сменил российское гражданство на казахстанское,
2023-12-04,Власти Австрии призвали бизнес ускорить отказ от российского газа,
2023-12-05,ЦБ зафиксировал замедление роста экономики в четвертом квартале,
2023-12-06,Бюджет России получил 305 млрд руб. от налога на сверхприбыль,
2023-12-07,«Аэрофлот» заявил об устранении сбоя в системе бронирования,
2023-12-07,"Силуанов: валютные ограничения в РФ дали результат, постепенно их будут снимать",
2023-12-07,Минпромторг предложил ввести особый порядок в сделках по правам на интеллектуальную деятельность,
2023-12-08,"Росстат: в 21 субъекте РФ яйца подорожали на 20–28,6%",
2023-12-09,Аэропорт Домодедово кратковременно оставался без электричества,
2023-12-09,Правительство распорядилось о передаче акций СМЗ «Росатому»,
2023-12-11,Минсельхоз предложил ввести квоты на ввоз некоторых семян,
2023-12-11,Новак поручил Минэнерго согласовать с компаниями выпуск зимнего дизтоплива,
2023-12-11,Нефтегазовая компания Occidental Petroleum покупает конкурента за $12 млрд,
2023-12-12,"«Роснано» погасило выпуск биржевых облигаций на 5,5 млрд руб.",
2023-12-12,WSJ: EY сокращает 10% своих партнеров в США,
2023-12-12,Американский инвестфонд Citadel вернет клиентам $7 млрд из полученной прибыли,
2023-12-13,"ФРС в третий раз сохранила ставку на уровне 5,25–5,5%",
2023-12-13,Росстат: экономика РФ за девять месяцев выросла на 3%,
2023-12-13,"Годовая инфляция в России за неделю замедлилась с 7,52% до 7,47%",
2023-12-13,"Стоимость обслуживания госдолга в развивающихся странах достигла рекордных $443,5 млрд",
2023-12-13,К «Аэрофлоту» подан коллективный иск за аннулированные билеты на Пхукет,
2023-12-15,Правительство постановило создать холдинг для управления аэропортом Пулково,
2023-12-15,Казахстан согласовал с РФ возможность транспортировки нефти в ФРГ в 2024 году,
2023-12-15,"Правительство направит 4,5 млрд руб. субсидий авиакомпаниям на Дальнем Востоке",
2023-12-17,NYT: объявившие об уходе из России компании понесли убытки на $103 млрд,
2023-12-17,Bloomberg: в США растет добыча сланцевой нефти на фоне сокращения экспорта ОПЕК+,
2023-12-18,ЕС освободил «Сахалин-2» от соблюдения потолка цен до 28 июня 2024 года,
2023-12-18,«Газпром нефть» утвердила промежуточные дивиденды — 82 рубля на акцию,
2023-12-20,Пекинский аэропорт отказал авиакомпании «Россия» в приеме рейсов,
2023-12-20,Резиденты РФ сократили вложения в госдолг США с $73 млн до $31 млн,
2023-12-20,Reuters: «Роснефть» обсудит с властями Германии возможную продажу своих активов,
2023-12-20,Австрийская OMV сообщила о планах защитить свои права в России,
2023-12-21,"Harbour Energy покупает все добывающие активы Wintershall Dea, кроме российских",
2023-12-21,Минфин запустит механизм возврата заблокированных активов с 2024 года,
2023-12-22,«Аэрофлот» разрешил перевозить животных на соседнем кресле в тестовом режиме,
2023-12-22,Reuters: Россия в январе сократит морской экспорт нефти на 100–200 тыс. б/с,
2023-12-22,«Аэрофлот» завершил урегулирование по еще 28 самолетам,
2023-12-23,Правительство продлило квоту на экспорт лома и отходов черных металлов,
2023-12-23,ФССП: из-за долгов выезд за рубеж запрещен 5 млн россиян,
2023-12-25,Правительство обязало регионы пересмотреть тарифы на электроэнергию,
2023-12-25,Верховный суд поставил точку в споре о расчете НДПИ для добытчиков платины,
2023-12-25,"Лукашенко считает, что «армяне — умные люди» и не выйдут из ЕАЭС",
2023-12-25,"Путин ожидает роста ВВП России на 3,5% по итогам 2023 года",
2023-12-26,РЖД увеличило квоту на вывоз угля в восточном направлении,
2023-12-26,В России создадут новую бикалиберную РСЗО «Возрождение»,
2023-12-26,«Роскосмос» потерял 180 млрд руб. после отказа недружественных стран от сотрудничества,
2023-12-26,Путин: Россия будет углублять расчеты в нацвалютах со странами СНГ,
2023-12-26,Эфиопия допустила дефолт по госдолгу,
2023-12-26,"ЦБ хочет расширить список экспортеров, представляющих информацию о своих активах",
2023-12-27,"Силуанов: расходы бюджета превысят плановый уровень на 3,2 трлн рублей",
2023-12-27,"«Роснефть» утвердила промежуточные дивиденды — 30,77 руб. на акцию",
2023-12-27,Голикова отрицает дефицит иностранной рабочей силы в России,
2023-12-27,Силуанов: Россия и ОАЭ продолжают разработку соглашения по налогообложению,
2023-12-27,"Путин: дефицит бюджета России по итогам года может быть меньше 1,5% ВВП",
2023-12-27,"Годовая инфляция в России за неделю замедлилась с 7,48% до 7,42%",
2023-12-28,АвтоВАЗ в 2023 году произведет рекордное за десять лет количество машин Lada,
2023-12-28,Росавиация одобрила изменения в планере импортозамещенного SJ 100,
2023-12-29,«Интерфакс»: Минпромторг предложил инвестпроект в сфере авиапрома на 1 трлн руб.,
2023-12-29,Группа ВТБ приобрела 28% производителя российских электросудов Emperium,
2023-12-29,"Fortune: состояние 500 богатейших людей мира выросло на $1,5 трлн в 2023 году",
2023-12-29,"Росстат смягчил оценку спада ВВП в 2022 году до 1,2%",
2023-12-30,Умер бывший председатель Счетной палаты Хачим Кармоков,
2024-01-03,Путин запретил арест активов на счетах типа «С» и «И»,
2024-01-03,Мантуров сообщил о перезапуске производства на бывшем заводе Volkswagen,
2024-01-06,Глава «Росатома»: коллектив ЗАЭС обеспечит безопасную эксплуатацию станции,
2024-01-06,Глава «Росатома» Лихачев допустил строительство более 42 энергоблоков к 2045-му,
2024-01-06,Глава Минтранса США объявил о расследовании причин аварийной посадки  Boeing 737,
2024-01-06,Ирак намерен прекратить импорт нефтепродуктов в 2024 году,
